Id,LotArea,Street,SalePrice,Neighborhood,YearBuilt,OverallQual,OverallCond,KitchenQual
595,7990,Pave,110000,CollgCr,1975,5,6,TA
596,11302,Pave,319000,StoneBr,2005,8,5,Gd
597,3600,Pave,114504,OldTown,1910,6,7,TA
598,3922,Pave,194201,Blmngtn,2006,7,5,Gd
599,12984,Pave,217500,Crawfor,1977,5,6,Gd
600,1950,Pave,151000,Blueste,1980,6,6,TA
601,10927,Pave,275000,NridgHt,2005,8,5,Ex
602,9000,Pave,141000,IDOTRR,1937,6,6,Gd
603,10041,Pave,220000,SawyerW,1992,8,5,Gd
604,3182,Pave,151000,Somerst,2004,7,5,Gd
605,12803,Pave,221000,CollgCr,2002,7,5,Gd
606,13600,Pave,205000,NAmes,1965,7,6,TA
607,12464,Pave,152000,CollgCr,1996,5,5,Gd
608,7800,Pave,225000,Edwards,1948,5,8,Ex
609,12168,Pave,359100,Crawfor,1934,8,6,TA
610,7943,Pave,118500,Sawyer,1961,4,5,TA
611,11050,Pave,313000,CollgCr,2000,9,5,Ex
612,10395,Pave,148000,NWAmes,1978,6,6,TA
613,11885,Pave,261500,CollgCr,2001,8,5,Ex
614,8402,Pave,147000,Mitchel,2007,5,5,TA
615,1491,Pave,75500,MeadowV,1972,4,6,TA
616,8800,Pave,137500,NAmes,1963,6,7,Gd
617,7861,Pave,183200,Gilbert,2002,6,5,Gd
618,7227,Pave,105500,NAmes,1954,6,6,Gd
619,11694,Pave,314813,NridgHt,2007,9,5,Gd
620,12244,Pave,305000,Timber,2003,8,5,Gd
621,8248,Pave,67000,Edwards,1914,3,3,TA
622,10800,Pave,240000,NWAmes,1974,6,7,TA
623,7064,Pave,135000,Sawyer,1977,5,6,TA
624,2117,Pave,168500,Somerst,2000,6,5,Gd
625,10400,Pave,165150,NWAmes,1972,6,5,TA
626,10000,Pave,160000,NAmes,1962,6,6,TA
627,12342,Pave,139900,NAmes,1960,5,5,TA
628,9600,Pave,153000,NAmes,1955,6,6,TA
629,11606,Pave,135000,NAmes,1969,5,5,Fa
630,9020,Pave,168500,NAmes,1964,6,5,TA
631,9000,Pave,124000,OldTown,1880,5,6,Ex
632,4590,Pave,209500,NridgHt,2006,8,5,Gd
633,11900,Pave,82500,NWAmes,1977,7,5,TA
634,9250,Pave,139400,NAmes,1954,5,7,TA
635,6979,Pave,144000,OldTown,1980,6,5,TA
636,10896,Pave,200000,SWISU,1914,6,7,Fa
637,6120,Pave,60000,BrkSide,1936,2,3,Fa
638,6000,Pave,93000,OldTown,1954,5,4,Gd
639,8777,Pave,85000,Edwards,1910,5,7,TA
640,3982,Pave,264561,Blmngtn,2006,8,5,Ex
641,12677,Pave,274000,NridgHt,2003,8,5,Ex
642,7050,Pave,226000,Somerst,2001,7,5,Gd
643,13860,Pave,345000,NAmes,1972,8,7,Ex
644,10793,Pave,152000,NWAmes,1969,5,5,TA
645,9187,Pave,370878,Somerst,2009,9,5,Ex
646,10530,Pave,143250,NAmes,1971,6,5,TA
647,7200,Pave,98300,NAmes,1950,5,5,TA
648,10452,Pave,155000,Edwards,1953,6,5,TA
649,7700,Pave,155000,NAmes,1966,6,5,TA
650,1936,Pave,84500,MeadowV,1970,4,6,TA
651,8125,Pave,205950,Somerst,2007,7,6,Gd
652,9084,Pave,108000,Edwards,1940,4,5,TA
653,8750,Pave,191000,CollgCr,1996,7,5,Gd
654,10320,Pave,135000,IDOTRR,1906,6,7,TA
655,10437,Pave,350000,NoRidge,1995,8,6,Gd
656,1680,Pave,88000,BrDale,1971,6,5,TA
657,10007,Pave,145500,NAmes,1959,5,7,Gd
658,7200,Pave,149000,Crawfor,1931,7,6,TA
659,17503,Pave,97500,NAmes,1948,6,5,TA
660,9937,Pave,167000,Edwards,1964,5,7,TA
661,12384,Pave,197900,NWAmes,1976,7,7,TA
662,46589,Pave,402000,NoRidge,1994,8,7,Gd
663,13560,Pave,110000,NAmes,1968,6,3,TA
664,10012,Pave,137500,Edwards,1972,4,5,TA
665,20896,Pave,423000,Somerst,2005,8,5,Ex
666,11194,Pave,230500,Gilbert,2000,8,5,Gd
667,18450,Pave,129000,NAmes,1965,6,5,TA
668,8125,Pave,193500,SawyerW,1994,6,5,Gd
669,14175,Pave,168000,Sawyer,1956,5,6,TA
670,11600,Pave,137500,Crawfor,1922,4,5,Fa
671,8633,Pave,173500,CollgCr,2005,6,5,Gd
672,6629,Pave,103600,Edwards,1925,6,6,TA
673,11250,Pave,165000,Veenker,1977,6,6,TA
674,14442,Pave,257500,Crawfor,1957,6,7,Gd
675,9200,Pave,140000,NAmes,1965,6,6,TA
676,2289,Pave,148500,NPkVill,1978,6,6,TA
677,9600,Pave,87000,OldTown,1900,4,2,TA
678,9022,Pave,109500,OldTown,1924,5,8,Gd
679,11844,Pave,372500,StoneBr,2008,8,5,Gd
680,9945,Pave,128500,Sawyer,1961,5,5,TA
681,8012,Pave,143000,SawyerW,1980,6,5,TA
682,4500,Pave,159434,SWISU,1932,5,5,TA
683,2887,Pave,173000,ClearCr,1996,6,5,Gd
684,11248,Pave,285000,CollgCr,2002,9,5,Gd
685,16770,Pave,221000,NoRidge,1998,7,5,TA
686,5062,Pave,207500,StoneBr,1984,7,5,Gd
687,10207,Pave,227875,Somerst,2007,7,6,Gd
688,5105,Pave,148800,Somerst,2004,7,5,Gd
689,8089,Pave,392000,StoneBr,2007,8,6,Gd
690,7577,Pave,194700,NridgHt,2005,6,5,Gd
691,4426,Pave,141000,CollgCr,2004,6,5,Gd
692,21535,Pave,755000,NoRidge,1994,10,6,Ex
693,26178,Pave,335000,Timber,1989,7,5,Gd
694,5400,Pave,108480,OldTown,1921,5,6,TA
695,6120,Pave,141500,BrkSide,1936,5,6,TA
696,13811,Pave,176000,Timber,1987,6,6,Gd
697,6000,Pave,89000,BrkSide,1921,5,7,TA
698,6420,Pave,123500,Edwards,1952,5,7,TA
699,8450,Pave,138500,Sawyer,1965,5,8,TA
700,4282,Pave,196000,Somerst,2004,7,5,Gd
701,14331,Pave,312500,Timber,2002,8,5,Gd
702,9600,Pave,140000,NWAmes,1969,7,5,TA
703,12438,Pave,361919,StoneBr,2006,8,5,Ex
704,7630,Pave,140000,OldTown,1900,5,9,Gd
705,8400,Pave,213000,CollgCr,2004,7,5,Gd
706,5600,Pave,55000,IDOTRR,1930,4,5,Fa
707,115149,Pave,302000,ClearCr,1971,7,5,Gd
708,6240,Pave,254000,NridgHt,2006,8,5,Gd
709,9018,Pave,179540,Gilbert,2007,7,5,Gd
710,7162,Pave,109900,Sawyer,1966,5,7,TA
711,4130,Pave,52000,BrkSide,1935,3,6,TA
712,8712,Pave,102776,IDOTRR,1900,4,7,TA
713,4671,Pave,189000,StoneBr,1988,8,5,Gd
714,9873,Pave,129000,BrkSide,1970,4,5,TA
715,13517,Pave,130500,Sawyer,1976,6,8,Gd
716,10140,Pave,165000,NWAmes,1974,6,5,TA
717,10800,Pave,159500,OldTown,1890,7,8,TA
718,10000,Pave,157000,NWAmes,1973,5,6,Gd
719,10542,Pave,341000,NoRidge,1993,7,5,Gd
720,9920,Pave,128500,CollgCr,1969,5,6,TA
721,6563,Pave,275000,StoneBr,1985,8,5,Gd
722,4426,Pave,143000,CollgCr,2004,6,5,Gd
723,8120,Pave,124500,NAmes,1970,4,7,TA
724,8172,Pave,135000,Edwards,1954,4,6,TA
725,13286,Pave,320000,Edwards,2007,9,5,Ex
726,6960,Pave,120500,NAmes,1970,4,6,Gd
727,21695,Pave,222000,Crawfor,1988,6,9,Gd
728,7314,Pave,194500,CollgCr,2007,7,5,Gd
729,11475,Pave,110000,NAmes,1958,5,5,TA
730,6240,Pave,103000,IDOTRR,1925,4,5,TA
731,5389,Pave,236500,StoneBr,1995,8,5,Gd
732,9590,Pave,187500,Timber,2003,7,5,Gd
733,11404,Pave,222500,CollgCr,1998,7,5,Gd
734,10000,Pave,131400,Sawyer,1961,5,6,TA
735,8978,Pave,108000,Sawyer,1968,5,5,TA
736,10800,Pave,163000,OldTown,1914,7,7,TA
737,8544,Pave,93500,NAmes,1950,3,4,TA
738,10463,Pave,239900,Gilbert,2005,8,5,Gd
739,10800,Pave,179000,Edwards,1987,5,5,TA
740,9313,Pave,190000,CollgCr,2004,7,5,Gd
741,9600,Pave,132000,OldTown,1910,5,7,TA
742,6768,Pave,142000,Sawyer,1961,6,8,Gd
743,8450,Pave,179000,SawyerW,2000,7,5,TA
744,12886,Pave,175000,Sawyer,1963,5,6,TA
745,5395,Pave,180000,StoneBr,1993,8,5,Gd
746,8963,Pave,299800,NWAmes,1976,8,9,Gd
747,8795,Pave,236000,Gilbert,2000,7,5,Gd
748,11700,Pave,265979,OldTown,1880,7,7,Gd
749,10593,Pave,260400,NoRidge,1996,7,5,Gd
750,8405,Pave,98000,Edwards,1945,4,3,TA
751,8800,Pave,96500,OldTown,1910,4,7,TA
752,7750,Pave,162000,Gilbert,2003,7,5,Gd
753,9236,Pave,217000,CollgCr,1997,6,5,Gd
754,10240,Pave,275500,NridgHt,2005,8,5,Ex
755,7930,Pave,156000,NAmes,1969,6,8,Gd
756,3230,Pave,172500,Somerst,1999,6,5,TA
757,10769,Pave,212000,CollgCr,2007,8,5,Gd
758,11616,Pave,158900,Sawyer,1978,6,5,TA
759,2280,Pave,179400,Somerst,1999,7,5,TA
760,12257,Pave,290000,NoRidge,1995,8,5,Gd
761,9100,Pave,127500,NAmes,1959,6,6,TA
762,6911,Pave,100000,BrkSide,1924,5,5,Fa
763,8640,Pave,215200,Somerst,2009,7,5,Gd
764,9430,Pave,337000,NoRidge,1999,8,5,Gd
765,9549,Pave,270000,Veenker,1995,8,5,Ex
766,14587,Pave,264132,Somerst,2008,9,5,Ex
767,10421,Pave,196500,NWAmes,1988,7,5,TA
768,12508,Pave,160000,Mitchel,1940,6,7,TA
769,9100,Pave,216837,CollgCr,2004,7,5,Gd
770,53504,Pave,538000,StoneBr,2003,8,5,Ex
771,7252,Pave,134900,Sawyer,1982,5,5,TA
772,8877,Pave,102000,Edwards,1951,4,5,TA
773,7819,Pave,107000,Edwards,1976,6,5,TA
774,10150,Pave,114500,NAmes,1958,5,5,TA
775,14226,Pave,395000,NridgHt,2006,8,5,Gd
776,4500,Pave,162000,Mitchel,1998,6,5,TA
777,11210,Pave,221500,CollgCr,2005,7,5,Gd
778,13350,Pave,142500,Sawyer,1974,5,5,TA
779,8400,Pave,144000,SawyerW,1977,5,5,TA
780,10530,Pave,135000,Mitchel,1977,6,5,TA
781,7875,Pave,176000,Gilbert,1995,7,5,TA
782,7153,Pave,175900,SawyerW,1992,6,5,Gd
783,16285,Pave,187100,CollgCr,2001,7,5,Gd
784,9101,Pave,165500,Mitchel,1978,5,6,Gd
785,6300,Pave,128000,OldTown,1914,6,6,TA
786,9790,Pave,161500,NWAmes,1967,6,5,TA
787,10800,Pave,139000,OldTown,1915,5,6,TA
788,10142,Pave,233000,SawyerW,2004,7,5,Gd
789,6000,Pave,107900,OldTown,1954,4,7,TA
790,12205,Pave,187500,ClearCr,1966,6,8,Gd
791,3182,Pave,160200,Blmngtn,2005,7,5,Gd
792,11333,Pave,146800,Mitchel,1976,6,5,TA
793,9920,Pave,269790,NoRidge,1996,7,5,TA
794,9158,Pave,225000,Somerst,2007,8,5,Gd
795,10832,Pave,194500,Gilbert,1994,7,5,Gd
796,8400,Pave,171000,SawyerW,1980,6,6,TA
797,8197,Pave,143500,Sawyer,1977,6,5,TA
798,7677,Pave,110000,NAmes,1953,5,5,TA
799,13518,Pave,485000,NridgHt,2008,9,5,Ex
800,7200,Pave,175000,SWISU,1937,5,7,Gd
801,12798,Pave,200000,ClearCr,1997,6,5,Gd
802,4800,Pave,109900,IDOTRR,1916,4,7,TA
803,8199,Pave,189000,CollgCr,2005,7,5,Gd
804,13891,Pave,582933,NridgHt,2008,9,5,Ex
805,9000,Pave,118000,NAmes,1954,5,5,TA
806,12274,Pave,227680,Somerst,2008,7,5,Ex
807,9750,Pave,135500,NAmes,1967,5,5,TA
808,21384,Pave,223500,BrkSide,1923,5,6,Gd
809,13400,Pave,159950,NAmes,1966,5,5,TA
810,8100,Pave,106000,OldTown,1898,5,5,TA
811,10140,Pave,181000,NWAmes,1974,6,6,Gd
812,4438,Pave,144500,CollgCr,2004,6,5,Gd
813,8712,Grvl,55993,IDOTRR,1952,5,5,Fa
814,9750,Pave,157900,NAmes,1958,6,6,TA
815,8248,Pave,116000,Edwards,1918,5,7,Fa
816,12137,Pave,224900,CollgCr,1998,7,5,Gd
817,11425,Pave,137000,NAmes,1954,5,6,TA
818,13265,Pave,271000,Mitchel,2002,8,5,Gd
819,8816,Pave,155000,ClearCr,1971,6,7,TA
820,6371,Pave,224000,NridgHt,2009,7,5,Gd
821,7226,Pave,183000,CollgCr,2003,7,5,Gd
822,6000,Pave,93000,OldTown,1953,4,4,TA
823,12394,Pave,225000,Gilbert,2003,7,5,Gd
824,9900,Pave,139500,SWISU,1940,6,7,TA
825,11216,Pave,232600,Somerst,2006,8,5,Gd
826,14803,Pave,385000,NridgHt,2007,10,5,Ex
827,6130,Pave,109500,BrkSide,1924,5,6,Gd
828,8529,Pave,189000,SawyerW,2001,7,5,Gd
829,28698,Pave,185000,ClearCr,1967,5,5,TA
830,2544,Pave,147400,Somerst,2005,7,5,Gd
831,11900,Pave,166000,NAmes,1957,6,5,TA
832,3180,Pave,151000,Somerst,2005,7,5,Gd
833,9548,Pave,237000,CollgCr,2003,7,6,Gd
834,10004,Pave,167000,NAmes,1964,6,6,TA
835,7875,Pave,139950,NAmes,1961,5,6,TA
836,9600,Pave,128000,Sawyer,1950,4,7,Gd
837,8100,Pave,153500,OldTown,1948,5,6,TA
838,1680,Pave,100000,BrDale,1973,6,5,TA
839,9525,Pave,144000,CollgCr,1995,5,6,Gd
840,11767,Pave,130500,Edwards,1946,5,6,TA
841,12155,Pave,140000,SWISU,1925,6,8,Fa
842,10440,Pave,157500,OldTown,1904,5,8,Gd
843,9020,Pave,174900,NAmes,1966,6,7,TA
844,8000,Pave,141000,NAmes,1961,5,4,TA
845,12665,Pave,153900,OldTown,1915,5,8,TA
846,16647,Pave,171000,Sawyer,1975,5,5,TA
847,9317,Pave,213000,SawyerW,1993,7,5,Gd
848,15523,Pave,133500,CollgCr,1972,5,6,TA
849,45600,Pave,240000,ClearCr,1908,6,8,TA
850,9600,Pave,187000,Veenker,1976,6,7,TA
851,4435,Pave,131500,CollgCr,2003,6,5,Gd
852,3196,Pave,215000,Blmngtn,2003,8,5,Gd
853,7128,Pave,164000,Crawfor,1941,7,5,TA
854,12095,Pave,158000,NAmes,1964,6,6,TA
855,17920,Pave,170000,Sawyer,1955,5,4,TA
856,6897,Pave,127000,Sawyer,1962,5,8,TA
857,10970,Pave,147000,CollgCr,1978,6,6,TA
858,8125,Pave,174000,Gilbert,1994,6,5,TA
859,10400,Pave,152000,NWAmes,1976,7,5,TA
860,11029,Pave,250000,NWAmes,1968,6,7,Gd
861,7642,Pave,189950,Crawfor,1918,7,8,Gd
862,11625,Pave,131500,Sawyer,1965,5,4,TA
863,9672,Pave,152000,SawyerW,1984,6,5,TA
864,7931,Pave,132500,NAmes,1959,5,5,TA
865,8640,Pave,250580,Somerst,2007,7,5,Gd
866,8750,Pave,148500,NAmes,1970,5,6,TA
867,10656,Pave,248900,Timber,2006,8,5,Gd
868,6970,Pave,129000,Sawyer,1961,4,5,Fa
869,14762,Pave,169000,Gilbert,1948,5,6,TA
870,9938,Pave,236000,SawyerW,1993,7,5,Gd
871,6600,Pave,109500,NAmes,1962,5,5,TA
872,8750,Pave,200500,CollgCr,1998,6,5,Gd
873,8892,Pave,116000,NAmes,1953,5,7,Gd
874,12144,Pave,133000,NAmes,1949,5,7,TA
875,5720,Pave,66500,OldTown,1941,5,6,TA
876,9000,Pave,303477,Somerst,2007,8,5,Ex
877,25286,Pave,132250,Mitchel,1963,4,5,TA
878,8834,Pave,350000,NridgHt,2004,9,5,Ex
879,11782,Pave,148000,Sawyer,1961,5,7,Gd
880,7000,Pave,136500,CollgCr,1978,5,8,TA
881,7024,Pave,157000,Edwards,2005,5,5,TA
882,13758,Pave,187500,Timber,1990,7,5,Gd
883,9636,Pave,178000,Gilbert,1992,6,5,TA
884,6204,Pave,118500,SWISU,1912,4,5,TA
885,7150,Pave,100000,NAmes,1967,5,5,TA
886,5119,Pave,328900,Somerst,1999,9,5,Gd
887,8393,Pave,145000,NAmes,1959,5,5,TA
888,16466,Pave,135500,Edwards,1955,5,7,TA
889,15865,Pave,268000,NAmes,1970,8,6,Gd
890,12160,Pave,149500,NAmes,1953,6,4,TA
891,8064,Pave,122900,NAmes,1949,5,7,TA
892,11184,Pave,172500,Sawyer,1978,6,5,TA
893,8414,Pave,154500,Sawyer,1963,6,8,TA
894,13284,Pave,165000,Sawyer,1954,5,5,TA
895,7018,Pave,118858,SawyerW,1979,5,5,TA
896,7056,Pave,140000,NAmes,1963,6,5,TA
897,8765,Pave,106500,IDOTRR,1936,4,6,TA
898,7018,Pave,142953,SawyerW,1979,5,5,TA
899,12919,Pave,611657,NridgHt,2009,9,5,Ex
900,6993,Pave,135000,Sawyer,1961,5,7,TA
901,7340,Pave,110000,NAmes,1971,4,6,TA
902,8712,Pave,153000,NAmes,1957,5,7,TA
903,7875,Pave,180000,Gilbert,2003,7,5,Gd
904,14859,Pave,240000,Gilbert,2006,7,5,Gd
905,6173,Pave,125500,Sawyer,1967,5,6,TA
906,9920,Pave,128000,NAmes,1954,5,5,TA
907,13501,Pave,255000,Somerst,2006,8,5,Gd
908,11500,Pave,250000,Crawfor,1936,7,7,Gd
909,8885,Pave,131000,Mitchel,1983,5,5,TA
910,12589,Pave,174000,Gilbert,2005,6,5,Gd
911,11600,Pave,154300,NAmes,1960,5,5,TA
912,9286,Pave,143500,CollgCr,1977,5,7,Gd
913,6120,Pave,88000,BrkSide,1925,5,7,TA
914,6270,Pave,145000,Crawfor,1949,5,6,TA
915,3000,Pave,173733,Somerst,2009,6,5,Gd
916,2001,Pave,75000,MeadowV,1970,4,5,TA
917,9000,Pave,35311,IDOTRR,1949,2,3,TA
918,17140,Pave,135000,Edwards,1956,4,6,TA
919,13125,Pave,238000,SawyerW,1991,7,5,Gd
920,11029,Pave,176500,NAmes,1958,6,8,TA
921,8462,Pave,201000,SawyerW,1994,6,5,Gd
922,8777,Pave,145900,Edwards,1900,5,7,TA
923,10237,Pave,169990,Gilbert,2005,6,5,Gd
924,8012,Pave,193000,SawyerW,1993,6,5,Gd
925,10240,Pave,207500,NWAmes,1980,6,6,TA
926,15611,Pave,175000,NWAmes,1977,5,6,Ex
927,11999,Pave,285000,NridgHt,2003,8,5,Ex
928,9900,Pave,176000,NWAmes,1968,7,5,TA
929,11838,Pave,236500,CollgCr,2001,8,5,Ex
930,13006,Pave,222000,Gilbert,1997,7,5,Gd
931,8925,Pave,201000,Timber,2007,8,5,Gd
932,9100,Pave,117500,NAmes,1965,5,6,TA
933,11670,Pave,320000,Somerst,2006,9,5,Ex
934,8487,Pave,190000,CollgCr,2004,7,5,Gd
935,27650,Pave,242000,NAmes,1960,7,7,Gd
936,5825,Pave,79900,BrkSide,1926,4,5,TA
937,10083,Pave,184900,SawyerW,2003,7,5,Gd
938,9675,Pave,253000,Somerst,2005,7,5,Gd
939,8760,Pave,239799,CollgCr,2006,7,5,Gd
940,24090,Pave,244400,ClearCr,1940,7,7,TA
941,12640,Pave,150900,Mitchel,1976,6,5,TA
942,8755,Pave,214000,Gilbert,1999,7,5,Gd
943,7711,Pave,150000,Edwards,1977,4,3,TA
944,25000,Pave,143000,Mitchel,1967,5,4,TA
945,14375,Pave,137500,Timber,1958,6,6,Gd
946,8820,Pave,124900,OldTown,1890,5,6,TA
947,8163,Pave,143000,NAmes,1959,5,6,TA
948,14536,Pave,270000,Timber,2002,8,5,Gd
949,14006,Pave,192500,CollgCr,2002,7,5,Gd
950,9360,Pave,197500,NWAmes,1972,6,7,Gd
951,7200,Pave,129000,NAmes,1950,5,8,Gd
952,7800,Pave,119900,SawyerW,1965,5,5,TA
953,7200,Pave,133900,CollgCr,1972,5,8,TA
954,11075,Pave,172000,Mitchel,1969,5,4,TA
955,9400,Pave,127500,Edwards,1975,6,5,TA
956,7136,Pave,145000,Crawfor,1946,6,6,TA
957,1300,Pave,124000,Blueste,1980,6,6,TA
958,7420,Pave,132000,Sawyer,1962,5,5,TA
959,8450,Pave,185000,CollgCr,2003,7,5,Gd
960,2572,Pave,155000,Somerst,1999,7,5,Gd
961,7207,Pave,116500,BrkSide,1958,5,7,TA
962,12227,Pave,272000,NWAmes,1977,6,7,TA
963,2308,Pave,155000,NPkVill,1976,6,6,Gd
964,11923,Pave,239000,CollgCr,2007,9,5,Ex
965,11316,Pave,214900,Timber,2002,7,5,Gd
966,10237,Pave,178900,Gilbert,2005,6,5,Gd
967,9600,Pave,160000,Crawfor,1940,5,7,TA
968,7390,Pave,135000,NAmes,1955,5,7,TA
969,5925,Pave,37900,OldTown,1910,3,6,TA
970,10382,Pave,140000,NAmes,1958,6,5,TA
971,10800,Pave,135000,NAmes,1949,4,4,TA
972,2268,Pave,173000,NridgHt,2003,7,5,Gd
973,7892,Pave,99500,SawyerW,1979,6,5,TA
974,11639,Pave,182000,Somerst,2007,7,5,Gd
975,11414,Pave,167500,BrkSide,1910,7,8,Gd
976,2651,Pave,165000,Somerst,2000,7,5,Gd
977,5900,Pave,85500,BrkSide,1923,4,7,Fa
978,4274,Pave,199900,Somerst,2006,7,5,Gd
979,9450,Pave,110000,Edwards,1954,4,5,TA
980,8816,Pave,139000,Sawyer,1963,5,6,TA
981,12122,Pave,178400,NAmes,1961,7,9,Ex
982,12203,Pave,336000,NoRidge,1998,8,5,Gd
983,3182,Pave,159895,Blmngtn,2007,7,5,Gd
984,11250,Pave,255900,CollgCr,2002,8,5,Gd
985,10125,Pave,126000,Mitchel,1977,5,5,Gd
986,10880,Pave,125000,Edwards,1950,5,5,TA
987,5310,Pave,117000,OldTown,1910,6,8,Gd
988,10159,Pave,395192,NridgHt,2009,9,5,Ex
989,12046,Pave,195000,NWAmes,1976,6,6,Gd
990,8125,Pave,197000,Somerst,2006,7,5,Gd
991,9452,Pave,348000,NoRidge,1997,8,5,Gd
992,17671,Pave,168000,OldTown,1882,8,9,Gd
993,9760,Pave,187000,NAmes,1964,6,8,Gd
994,8846,Pave,173900,CollgCr,2005,6,5,Gd
995,12456,Pave,337500,NridgHt,2006,10,5,Ex
996,4712,Pave,121600,BrkSide,1946,4,7,TA
997,10659,Pave,136500,NAmes,1961,5,6,TA
998,11717,Pave,185000,NWAmes,1970,6,6,TA
999,9786,Pave,91000,IDOTRR,1922,3,4,TA
1000,6762,Pave,206000,CollgCr,2006,7,5,Gd
1001,10206,Pave,82000,Edwards,1952,3,3,Fa
1002,5400,Pave,86000,OldTown,1920,5,6,Ex
1003,11957,Pave,232000,Somerst,2006,8,5,Gd
1004,11500,Pave,136905,NWAmes,1976,5,6,TA
1005,3182,Pave,181000,Blmngtn,2005,7,5,Gd
1006,8385,Pave,149900,CollgCr,1977,5,8,TA
1007,12155,Pave,163500,NAmes,1970,6,3,TA
1008,2217,Pave,88000,MeadowV,1970,4,4,TA
1009,12118,Pave,240000,Mitchel,2004,7,5,Gd
1010,6000,Pave,102000,SWISU,1926,5,5,TA
1011,21286,Pave,135000,Sawyer,1948,5,5,TA
1012,9825,Pave,100000,Edwards,1965,5,5,TA
1013,10592,Pave,165000,Crawfor,1923,6,7,Gd
1014,7200,Pave,85000,OldTown,1910,5,4,TA
1015,11664,Pave,119200,NAmes,1948,6,5,TA
1016,8400,Pave,227000,NWAmes,2001,8,6,Gd
1017,11883,Pave,203000,CollgCr,1996,7,5,Gd
1018,5814,Pave,187500,StoneBr,1984,8,5,Gd
1019,10784,Pave,160000,Gilbert,1991,7,5,Gd
1020,3013,Pave,213490,Blmngtn,2005,7,5,Gd
1021,7024,Pave,176000,Edwards,2005,4,5,Gd
1022,7406,Pave,194000,CollgCr,2006,7,5,Gd
1023,9439,Pave,87000,OldTown,1930,5,5,TA
1024,3182,Pave,191000,Blmngtn,2005,7,5,Gd
1025,15498,Pave,287000,Timber,1976,8,6,Gd
1026,7700,Pave,112500,CollgCr,1972,5,5,TA
1027,9300,Pave,167500,NAmes,1960,5,5,TA
1028,9520,Pave,293077,Timber,2007,8,5,Gd
1029,9492,Pave,105000,NAmes,1941,5,5,TA
1030,1680,Pave,118000,BrDale,1972,6,7,TA
1031,7082,Pave,160000,SWISU,1916,5,8,TA
1032,15863,Pave,197000,SWISU,1920,7,3,TA
1033,14541,Pave,310000,NoRidge,1993,8,7,Gd
1034,8125,Pave,230000,CollgCr,2002,7,5,Gd
1035,6305,Pave,119750,Crawfor,1938,5,7,Fa
1036,11500,Pave,84000,Edwards,1957,4,3,TA
1037,12898,Pave,315500,Timber,2007,9,5,Ex
1038,9240,Pave,287000,CollgCr,2001,8,5,Gd
1039,1533,Pave,97000,MeadowV,1970,4,6,TA
1040,1477,Pave,80000,MeadowV,1970,4,4,TA
1041,13125,Pave,155000,Sawyer,1957,5,4,TA
1042,9130,Pave,173000,NWAmes,1966,6,8,Gd
1043,5381,Pave,196000,NridgHt,2005,6,5,Gd
1044,11839,Pave,262280,SawyerW,1990,7,5,Gd
1045,9600,Pave,278000,NWAmes,1981,8,5,Gd
1046,13680,Pave,139600,Edwards,1955,3,5,TA
1047,16056,Pave,556581,StoneBr,2005,9,5,Ex
1048,9245,Pave,145000,CollgCr,1994,5,5,TA
1049,21750,Pave,115000,Mitchel,1960,5,4,TA
1050,11100,Pave,84900,Edwards,1946,4,7,Gd
1051,8993,Pave,176485,Gilbert,2007,7,5,Gd
1052,11175,Pave,200141,CollgCr,2007,7,5,Gd
1053,9500,Pave,165000,NAmes,1964,6,6,TA
1054,8562,Pave,144500,Edwards,1957,5,6,TA
1055,11367,Pave,255000,CollgCr,2002,8,5,Gd
1056,11361,Pave,180000,NWAmes,1976,6,5,TA
1057,7052,Pave,185850,NridgHt,2005,7,5,Gd
1058,29959,Pave,248000,NoRidge,1994,7,6,Gd
1059,11308,Pave,335000,NridgHt,2008,9,5,Ex
1060,11275,Pave,220000,Crawfor,1932,6,7,TA
1061,4920,Pave,213500,StoneBr,2001,8,5,Gd
1062,18000,Grvl,81000,IDOTRR,1935,3,4,TA
1063,13600,Pave,90000,OldTown,1900,5,5,TA
1064,6000,Pave,110500,OldTown,1925,6,6,Gd
1065,11000,Pave,154000,NAmes,1966,5,6,TA
1066,14000,Pave,328000,ClearCr,1996,7,5,Gd
1067,7837,Pave,178000,Gilbert,1993,6,7,TA
1068,9760,Pave,167900,NAmes,1964,6,6,TA
1069,3964,Pave,151400,MeadowV,1973,6,4,TA
1070,9600,Pave,135000,NAmes,1949,5,7,Gd
1071,10152,Pave,135000,NAmes,1956,5,5,TA
1072,11700,Pave,154000,NWAmes,1968,6,6,TA
1073,7585,Pave,91500,Edwards,1948,5,3,TA
1074,7950,Pave,159500,Edwards,1977,6,6,TA
1075,8556,Pave,194000,CollgCr,2006,7,5,Gd
1076,13125,Pave,219500,Crawfor,1940,7,6,TA
1077,10800,Pave,170000,OldTown,1936,5,8,Gd
1078,15870,Pave,138800,NAmes,1969,5,5,TA
1079,4435,Pave,155900,CollgCr,2004,6,5,Gd
1080,8775,Pave,126000,CollgCr,1994,5,5,TA
1081,11040,Pave,145000,NWAmes,1971,6,7,Gd
1082,7500,Pave,133000,Sawyer,1963,5,5,TA
1083,8749,Pave,192000,CollgCr,2002,7,5,Gd
1084,8800,Pave,160000,NAmes,1964,6,6,TA
1085,13031,Pave,187500,Gilbert,1995,6,5,TA
1086,9069,Pave,147000,SawyerW,1992,6,6,Gd
1087,1974,Pave,83500,MeadowV,1973,4,5,TA
